Running with width=2048, lr=0.00390625
----------------------------------
SLURM_JOB_NODELIST: jrc0196
MASTER_ADDR:MASTER_PORT=10.14.1.206:9469
----------------------------------
[2024-12-10 18:56:37,464] torch.distributed.run: [WARNING] master_addr is only used for static rdzv_backend and when rdzv_endpoint is not specified.
[2024-12-10 18:56:37,464] torch.distributed.run: [WARNING] 
[2024-12-10 18:56:37,464] torch.distributed.run: [WARNING] *****************************************
[2024-12-10 18:56:37,464] torch.distributed.run: [WARNING] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
[2024-12-10 18:56:37,464] torch.distributed.run: [WARNING] *****************************************
[W socket.cpp:436] [c10d] The server socket cannot be initialized on [::]:9469 (errno: 97 - Address family not supported by protocol).
[W socket.cpp:663] [c10d] The client socket cannot be initialized to connect to [jrc0196i.jureca]:9469 (errno: 97 - Address family not supported by protocol).
Overriding: out_dir = out/width_2048_lr_0.00390625/
Overriding: n_head = 32
Overriding: n_embd = 2048
Overriding: learning_rate = 0.00390625
[W socket.cpp:663] [c10d] The client socket cannot be initialized to connect to [jrc0196.jureca]:42047 (errno: 97 - Address family not supported by protocol).
Overriding: out_dir = out/width_2048_lr_0.00390625/
Overriding: n_head = 32
Overriding: n_embd = 2048
Overriding: learning_rate = 0.00390625
[W socket.cpp:663] [c10d] The client socket cannot be initialized to connect to [jrc0196.jureca]:42047 (errno: 97 - Address family not supported by protocol).
Overriding: out_dir = out/width_2048_lr_0.00390625/
Overriding: n_head = 32
Overriding: n_embd = 2048
Overriding: learning_rate = 0.00390625
[W socket.cpp:663] [c10d] The client socket cannot be initialized to connect to [jrc0196.jureca]:42047 (errno: 97 - Address family not supported by protocol).
Overriding: out_dir = out/width_2048_lr_0.00390625/
Overriding: n_head = 32
Overriding: n_embd = 2048
Overriding: learning_rate = 0.00390625
[W socket.cpp:436] [c10d] The server socket cannot be initialized on [::]:42047 (errno: 97 - Address family not supported by protocol).
[W socket.cpp:663] [c10d] The client socket cannot be initialized to connect to [jrc0196.jureca]:42047 (errno: 97 - Address family not supported by protocol).
tokens per iteration will be: 491,520
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
tokens per iteration will be: 491,520
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
tokens per iteration will be: 491,520
tokens per iteration will be: 491,520
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
number of parameters: 707.05M
number of parameters: 707.05M
number of parameters: 707.05M
num decayed parameter tensors: 50, with 709,099,520 parameters
num non-decayed parameter tensors: 25, with 51,200 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
num decayed parameter tensors: 50, with 709,099,520 parameters
num non-decayed parameter tensors: 25, with 51,200 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
num decayed parameter tensors: 50, with 709,099,520 parameters
num non-decayed parameter tensors: 25, with 51,200 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
number of parameters: 707.05M
num decayed parameter tensors: 50, with 709,099,520 parameters
num non-decayed parameter tensors: 25, with 51,200 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
step 0: train loss 11.1787, val loss 11.1779
iter_num=0: train_lossf=11.1482, dt=110.058s, mfu=0.00%, tokens_per_sec=4,466
iter_num=474: train_lossf=4.7889, dt=3.356s, mfu=54.49%, tokens_per_sec=146,475
iter_num=475: train_lossf=4.7613, dt=3.264s, mfu=54.52%, tokens_per_sec=150,609
iter_num=476: train_lossf=4.7720, dt=3.264s, mfu=54.55%, tokens_per_sec=150,580
iter_num=477: train_lossf=4.7260, dt=3.264s, mfu=54.58%, tokens_per_sec=150,571
iter_num=478: train_lossf=4.7092, dt=3.266s, mfu=54.60%, tokens_per_sec=150,504
iter_num=479: train_lossf=4.7745, dt=3.265s, mfu=54.62%, tokens_per_sec=150,546
iter_num=480: train_lossf=4.9545, dt=3.425s, mfu=54.39%, tokens_per_sec=143,497
iter_num=481: train_lossf=4.6334, dt=3.261s, mfu=54.44%, tokens_per_sec=150,733
iter_num=482: train_lossf=4.6220, dt=3.265s, mfu=54.48%, tokens_per_sec=150,559
iter_num=483: train_lossf=4.6759, dt=3.265s, mfu=54.51%, tokens_per_sec=150,531
iter_num=484: train_lossf=4.7637, dt=3.266s, mfu=54.54%, tokens_per_sec=150,509
iter_num=485: train_lossf=4.6013, dt=3.266s, mfu=54.56%, tokens_per_sec=150,493
iter_num=486: train_lossf=4.6869, dt=3.297s, mfu=54.54%, tokens_per_sec=149,068
iter_num=487: train_lossf=4.9496, dt=3.266s, mfu=54.56%, tokens_per_sec=150,509
iter_num=488: train_lossf=4.9508, dt=3.267s, mfu=54.58%, tokens_per_sec=150,436
iter_num=489: train_lossf=4.7469, dt=3.270s, mfu=54.60%, tokens_per_sec=150,313
iter_num=490: train_lossf=4.7868, dt=3.269s, mfu=54.61%, tokens_per_sec=150,350
iter_num=491: train_lossf=4.7331, dt=3.597s, mfu=54.13%, tokens_per_sec=136,652
iter_num=492: train_lossf=4.7350, dt=3.269s, mfu=54.19%, tokens_per_sec=150,381
iter_num=493: train_lossf=4.7091, dt=3.267s, mfu=54.25%, tokens_per_sec=150,466
iter_num=494: train_lossf=4.7919, dt=3.268s, mfu=54.30%, tokens_per_sec=150,394
iter_num=495: train_lossf=4.7566, dt=3.269s, mfu=54.35%, tokens_per_sec=150,338
iter_num=496: train_lossf=4.8030, dt=3.269s, mfu=54.39%, tokens_per_sec=150,337
iter_num=497: train_lossf=4.7101, dt=3.270s, mfu=54.42%, tokens_per_sec=150,331
iter_num=498: train_lossf=4.6653, dt=3.270s, mfu=54.45%, tokens_per_sec=150,306
iter_num=499: train_lossf=4.6932, dt=3.268s, mfu=54.48%, tokens_per_sec=150,394
iter_num=500: train_lossf=4.7681, dt=3.269s, mfu=54.51%, tokens_per_sec=150,380
iter_num=501: train_lossf=4.7852, dt=3.269s, mfu=54.53%, tokens_per_sec=150,368
iter_num=502: train_lossf=4.5992, dt=3.269s, mfu=54.56%, tokens_per_sec=150,380
iter_num=503: train_lossf=4.5922, dt=3.268s, mfu=54.58%, tokens_per_sec=150,383
iter_num=504: train_lossf=4.5105, dt=3.267s, mfu=54.60%, tokens_per_sec=150,456
iter_num=505: train_lossf=4.6377, dt=3.267s, mfu=54.62%, tokens_per_sec=150,444
iter_num=506: train_lossf=4.7051, dt=3.267s, mfu=54.63%, tokens_per_sec=150,468
iter_num=507: train_lossf=4.7590, dt=3.267s, mfu=54.65%, tokens_per_sec=150,450
iter_num=508: train_lossf=4.7021, dt=3.264s, mfu=54.67%, tokens_per_sec=150,600
iter_num=509: train_lossf=4.5928, dt=3.263s, mfu=54.69%, tokens_per_sec=150,629
iter_num=510: train_lossf=4.6513, dt=3.262s, mfu=54.70%, tokens_per_sec=150,659
iter_num=511: train_lossf=4.5921, dt=3.263s, mfu=54.72%, tokens_per_sec=150,646
iter_num=512: train_lossf=4.7878, dt=3.262s, mfu=54.73%, tokens_per_sec=150,667
iter_num=513: train_lossf=4.8140, dt=3.262s, mfu=54.75%, tokens_per_sec=150,669
iter_num=514: train_lossf=4.6365, dt=3.263s, mfu=54.76%, tokens_per_sec=150,636
iter_num=515: train_lossf=4.3459, dt=3.263s, mfu=54.77%, tokens_per_sec=150,653
iter_num=516: train_lossf=4.5496, dt=3.262s, mfu=54.78%, tokens_per_sec=150,679
iter_num=517: train_lossf=4.4827, dt=3.261s, mfu=54.79%, tokens_per_sec=150,704
iter_num=518: train_lossf=4.5318, dt=3.259s, mfu=54.80%, tokens_per_sec=150,815
iter_num=519: train_lossf=4.4891, dt=3.416s, mfu=54.56%, tokens_per_sec=143,890
iter_num=520: train_lossf=4.5879, dt=3.258s, mfu=54.60%, tokens_per_sec=150,845
iter_num=521: train_lossf=4.5065, dt=3.260s, mfu=54.63%, tokens_per_sec=150,790
iter_num=522: train_lossf=4.2446, dt=3.261s, mfu=54.65%, tokens_per_sec=150,716
iter_num=523: train_lossf=4.6270, dt=3.258s, mfu=54.68%, tokens_per_sec=150,846
iter_num=524: train_lossf=4.5714, dt=3.261s, mfu=54.70%, tokens_per_sec=150,737
iter_num=525: train_lossf=4.5879, dt=3.392s, mfu=54.51%, tokens_per_sec=144,895
iter_num=526: train_lossf=4.5276, dt=3.260s, mfu=54.55%, tokens_per_sec=150,790
iter_num=527: train_lossf=4.5139, dt=3.262s, mfu=54.58%, tokens_per_sec=150,689
iter_num=528: train_lossf=4.7176, dt=3.260s, mfu=54.61%, tokens_per_sec=150,752
iter_num=529: train_lossf=4.5377, dt=3.263s, mfu=54.63%, tokens_per_sec=150,633
iter_num=530: train_lossf=4.6969, dt=3.264s, mfu=54.65%, tokens_per_sec=150,602
iter_num=531: train_lossf=4.4396, dt=3.262s, mfu=54.68%, tokens_per_sec=150,692
iter_num=532: train_lossf=4.4940, dt=3.263s, mfu=54.69%, tokens_per_sec=150,627
iter_num=533: train_lossf=4.6844, dt=3.263s, mfu=54.71%, tokens_per_sec=150,657
iter_num=534: train_lossf=4.4940, dt=3.263s, mfu=54.72%, tokens_per_sec=150,622
iter_num=535: train_lossf=4.5733, dt=3.263s, mfu=54.74%, tokens_per_sec=150,644
iter_num=536: train_lossf=4.6535, dt=3.265s, mfu=54.74%, tokens_per_sec=150,520
iter_num=537: train_lossf=4.6319, dt=3.265s, mfu=54.75%, tokens_per_sec=150,544
iter_num=538: train_lossf=4.6006, dt=3.265s, mfu=54.76%, tokens_per_sec=150,538
iter_num=539: train_lossf=4.5668, dt=3.264s, mfu=54.76%, tokens_per_sec=150,581
iter_num=540: train_lossf=4.5671, dt=3.411s, mfu=54.54%, tokens_per_sec=144,107
iter_num=541: train_lossf=4.5000, dt=3.265s, mfu=54.56%, tokens_per_sec=150,558
iter_num=542: train_lossf=4.6882, dt=3.324s, mfu=54.49%, tokens_per_sec=147,871
iter_num=543: train_lossf=4.6059, dt=3.265s, mfu=54.52%, tokens_per_sec=150,540
iter_num=544: train_lossf=4.5754, dt=3.266s, mfu=54.55%, tokens_per_sec=150,508
iter_num=545: train_lossf=4.3201, dt=3.266s, mfu=54.58%, tokens_per_sec=150,485
iter_num=546: train_lossf=4.4585, dt=3.266s, mfu=54.60%, tokens_per_sec=150,488
iter_num=547: train_lossf=4.6564, dt=3.268s, mfu=54.62%, tokens_per_sec=150,418
iter_num=548: train_lossf=4.7018, dt=3.267s, mfu=54.63%, tokens_per_sec=150,438
iter_num=549: train_lossf=4.6360, dt=3.267s, mfu=54.65%, tokens_per_sec=150,428
iter_num=550: train_lossf=4.5914, dt=3.268s, mfu=54.66%, tokens_per_sec=150,414
iter_num=551: train_lossf=4.5662, dt=3.269s, mfu=54.67%, tokens_per_sec=150,347
iter_num=552: train_lossf=4.4039, dt=3.267s, mfu=54.68%, tokens_per_sec=150,455
iter_num=553: train_lossf=4.4388, dt=3.268s, mfu=54.69%, tokens_per_sec=150,396
iter_num=554: train_lossf=4.4533, dt=3.268s, mfu=54.70%, tokens_per_sec=150,397
iter_num=555: train_lossf=4.6664, dt=3.267s, mfu=54.70%, tokens_per_sec=150,454
iter_num=556: train_lossf=4.4363, dt=3.268s, mfu=54.71%, tokens_per_sec=150,421
iter_num=557: train_lossf=4.5764, dt=3.327s, mfu=54.62%, tokens_per_sec=147,745
iter_num=558: train_lossf=4.5476, dt=3.266s, mfu=54.64%, tokens_per_sec=150,492
iter_num=559: train_lossf=4.4217, dt=3.268s, mfu=54.65%, tokens_per_sec=150,390
iter_num=560: train_lossf=4.5625, dt=3.267s, mfu=54.66%, tokens_per_sec=150,465
iter_num=561: train_lossf=4.4848, dt=3.265s, mfu=54.68%, tokens_per_sec=150,544
iter_num=562: train_lossf=4.4803, dt=3.267s, mfu=54.69%, tokens_per_sec=150,467
iter_num=563: train_lossf=4.6127, dt=3.266s, mfu=54.70%, tokens_per_sec=150,515
iter_num=564: train_lossf=4.4677, dt=3.266s, mfu=54.71%, tokens_per_sec=150,517
iter_num=565: train_lossf=4.5223, dt=3.265s, mfu=54.72%, tokens_per_sec=150,527
iter_num=566: train_lossf=4.5329, dt=3.264s, mfu=54.73%, tokens_per_sec=150,595
iter_num=567: train_lossf=4.3218, dt=3.264s, mfu=54.74%, tokens_per_sec=150,591
iter_num=568: train_lossf=4.3664, dt=3.263s, mfu=54.75%, tokens_per_sec=150,615
iter_num=569: train_lossf=4.4029, dt=3.262s, mfu=54.76%, tokens_per_sec=150,665
iter_num=570: train_lossf=4.4841, dt=3.304s, mfu=54.71%, tokens_per_sec=148,778
iter_num=571: train_lossf=4.5251, dt=3.262s, mfu=54.72%, tokens_per_sec=150,663
iter_num=572: train_lossf=4.4666, dt=3.262s, mfu=54.74%, tokens_per_sec=150,692
iter_num=573: train_lossf=4.3917, dt=3.376s, mfu=54.56%, tokens_per_sec=145,573
iter_num=574: train_lossf=4.4702, dt=3.260s, mfu=54.60%, tokens_per_sec=150,780
iter_num=575: train_lossf=4.2892, dt=3.261s, mfu=54.63%, tokens_per_sec=150,725
iter_num=576: train_lossf=4.4216, dt=3.261s, mfu=54.65%, tokens_per_sec=150,738
iter_num=577: train_lossf=4.4672, dt=3.260s, mfu=54.68%, tokens_per_sec=150,793
iter_num=578: train_lossf=4.4531, dt=3.261s, mfu=54.70%, tokens_per_sec=150,711
iter_num=579: train_lossf=4.2012, dt=3.262s, mfu=54.72%, tokens_per_sec=150,702
iter_num=580: train_lossf=4.3706, dt=3.260s, mfu=54.73%, tokens_per_sec=150,762
iter_num=581: train_lossf=4.3223, dt=3.261s, mfu=54.75%, tokens_per_sec=150,712
iter_num=582: train_lossf=4.5300, dt=3.260s, mfu=54.76%, tokens_per_sec=150,776
iter_num=583: train_lossf=4.4642, dt=3.263s, mfu=54.77%, tokens_per_sec=150,639
iter_num=584: train_lossf=4.2526, dt=3.393s, mfu=54.57%, tokens_per_sec=144,848
iter_num=585: train_lossf=4.2473, dt=3.262s, mfu=54.60%, tokens_per_sec=150,697
iter_num=586: train_lossf=4.2236, dt=3.264s, mfu=54.62%, tokens_per_sec=150,602
iter_num=587: train_lossf=4.3046, dt=3.263s, mfu=54.65%, tokens_per_sec=150,632
iter_num=588: train_lossf=4.2345, dt=3.264s, mfu=54.66%, tokens_per_sec=150,579
iter_num=589: train_lossf=4.2239, dt=3.264s, mfu=54.68%, tokens_per_sec=150,593
iter_num=590: train_lossf=4.3406, dt=3.264s, mfu=54.70%, tokens_per_sec=150,571
iter_num=591: train_lossf=4.3897, dt=3.264s, mfu=54.71%, tokens_per_sec=150,584
iter_num=592: train_lossf=4.3303, dt=3.265s, mfu=54.72%, tokens_per_sec=150,522
iter_num=593: train_lossf=4.3664, dt=3.265s, mfu=54.73%, tokens_per_sec=150,541
iter_num=594: train_lossf=4.3682, dt=3.266s, mfu=54.74%, tokens_per_sec=150,489
iter_num=595: train_lossf=4.4990, dt=3.525s, mfu=54.34%, tokens_per_sec=139,450
iter_num=596: train_lossf=4.4367, dt=3.262s, mfu=54.39%, tokens_per_sec=150,678
iter_num=597: train_lossf=4.2548, dt=3.267s, mfu=54.43%, tokens_per_sec=150,464
iter_num=598: train_lossf=4.4354, dt=3.265s, mfu=54.47%, tokens_per_sec=150,548
iter_num=599: train_lossf=4.3095, dt=3.267s, mfu=54.50%, tokens_per_sec=150,470
iter_num=600: train_lossf=4.3627, dt=3.269s, mfu=54.53%, tokens_per_sec=150,380
iter_num=601: train_lossf=4.2345, dt=3.269s, mfu=54.55%, tokens_per_sec=150,348
iter_num=602: train_lossf=4.1452, dt=3.269s, mfu=54.57%, tokens_per_sec=150,376
iter_num=603: train_lossf=4.2941, dt=3.268s, mfu=54.59%, tokens_per_sec=150,395
iter_num=604: train_lossf=4.1962, dt=3.270s, mfu=54.60%, tokens_per_sec=150,329
iter_num=605: train_lossf=4.2185, dt=3.271s, mfu=54.62%, tokens_per_sec=150,283
iter_num=606: train_lossf=4.4051, dt=3.312s, mfu=54.56%, tokens_per_sec=148,421
iter_num=607: train_lossf=4.3512, dt=3.269s, mfu=54.58%, tokens_per_sec=150,340
iter_num=608: train_lossf=4.3800, dt=3.270s, mfu=54.59%, tokens_per_sec=150,326
iter_num=609: train_lossf=4.3160, dt=3.271s, mfu=54.61%, tokens_per_sec=150,269
iter_num=610: train_lossf=4.4393, dt=3.271s, mfu=54.62%, tokens_per_sec=150,252
iter_num=611: train_lossf=4.2468, dt=3.271s, mfu=54.63%, tokens_per_sec=150,272
iter_num=612: train_lossf=4.3322, dt=3.270s, mfu=54.64%, tokens_per_sec=150,301
iter_num=613: train_lossf=4.1233, dt=3.271s, mfu=54.64%, tokens_per_sec=150,269
iter_num=614: train_lossf=4.3994, dt=3.271s, mfu=54.65%, tokens_per_sec=150,273
iter_num=615: train_lossf=4.4173, dt=3.271s, mfu=54.66%, tokens_per_sec=150,273
iter_num=616: train_lossf=4.2809, dt=3.272s, mfu=54.66%, tokens_per_sec=150,241
iter_num=617: train_lossf=4.3407, dt=3.270s, mfu=54.67%, tokens_per_sec=150,334
iter_num=618: train_lossf=4.3691, dt=3.268s, mfu=54.68%, tokens_per_sec=150,391
iter_num=619: train_lossf=4.4033, dt=3.268s, mfu=54.69%, tokens_per_sec=150,388
iter_num=620: train_lossf=4.1680, dt=3.270s, mfu=54.69%, tokens_per_sec=150,319
iter_num=621: train_lossf=4.2360, dt=3.269s, mfu=54.70%, tokens_per_sec=150,372
iter_num=622: train_lossf=4.2370, dt=3.268s, mfu=54.71%, tokens_per_sec=150,421
iter_num=623: train_lossf=4.2103, dt=3.266s, mfu=54.72%, tokens_per_sec=150,501
iter_num=624: train_lossf=4.0085, dt=3.402s, mfu=54.50%, tokens_per_sec=144,469
iter_num=625: train_lossf=4.2129, dt=3.265s, mfu=54.54%, tokens_per_sec=150,552
iter_num=626: train_lossf=4.3594, dt=3.265s, mfu=54.56%, tokens_per_sec=150,520
iter_num=627: train_lossf=4.2497, dt=3.264s, mfu=54.59%, tokens_per_sec=150,574
iter_num=628: train_lossf=4.2321, dt=3.265s, mfu=54.61%, tokens_per_sec=150,533
iter_num=629: train_lossf=4.3481, dt=3.264s, mfu=54.63%, tokens_per_sec=150,579
iter_num=630: train_lossf=4.0709, dt=3.264s, mfu=54.65%, tokens_per_sec=150,587
iter_num=631: train_lossf=4.2086, dt=3.265s, mfu=54.67%, tokens_per_sec=150,543
iter_num=632: train_lossf=4.1349, dt=3.264s, mfu=54.69%, tokens_per_sec=150,580
iter_num=633: train_lossf=3.9778, dt=3.264s, mfu=54.70%, tokens_per_sec=150,591
iter_num=634: train_lossf=4.2552, dt=3.263s, mfu=54.72%, tokens_per_sec=150,641
iter_num=635: train_lossf=4.3199, dt=3.265s, mfu=54.73%, tokens_per_sec=150,547
iter_num=636: train_lossf=4.2760, dt=3.264s, mfu=54.74%, tokens_per_sec=150,567
iter_num=637: train_lossf=4.2351, dt=3.263s, mfu=54.75%, tokens_per_sec=150,634
iter_num=638: train_lossf=4.3283, dt=3.265s, mfu=54.75%, tokens_per_sec=150,541
iter_num=639: train_lossf=4.2400, dt=3.264s, mfu=54.76%, tokens_per_sec=150,599
iter_num=640: train_lossf=4.2491, dt=3.265s, mfu=54.77%, tokens_per_sec=150,538
iter_num=641: train_lossf=4.2030, dt=3.422s, mfu=54.52%, tokens_per_sec=143,629
iter_num=642: train_lossf=4.3187, dt=3.562s, mfu=54.09%, tokens_per_sec=138,006
iter_num=643: train_lossf=4.0693, dt=3.264s, mfu=54.17%, tokens_per_sec=150,604
iter_num=644: train_lossf=4.2362, dt=3.265s, mfu=54.23%, tokens_per_sec=150,555
iter_num=645: train_lossf=4.3413, dt=3.263s, mfu=54.30%, tokens_per_sec=150,631
iter_num=646: train_lossf=4.0251, dt=3.265s, mfu=54.35%, tokens_per_sec=150,530
iter_num=647: train_lossf=4.1176, dt=3.265s, mfu=54.39%, tokens_per_sec=150,523
iter_num=648: train_lossf=3.9399, dt=3.265s, mfu=54.44%, tokens_per_sec=150,530
iter_num=649: train_lossf=4.1319, dt=3.265s, mfu=54.47%, tokens_per_sec=150,534
iter_num=650: train_lossf=4.2150, dt=3.265s, mfu=54.51%, tokens_per_sec=150,549
iter_num=651: train_lossf=4.3119, dt=3.265s, mfu=54.54%, tokens_per_sec=150,549
iter_num=652: train_lossf=4.1443, dt=3.508s, mfu=54.19%, tokens_per_sec=140,130
iter_num=653: train_lossf=4.2370, dt=3.266s, mfu=54.25%, tokens_per_sec=150,517
iter_num=654: train_lossf=4.1740, dt=3.267s, mfu=54.30%, tokens_per_sec=150,455
iter_num=655: train_lossf=4.2070, dt=3.267s, mfu=54.35%, tokens_per_sec=150,454
iter_num=656: train_lossf=4.2884, dt=3.267s, mfu=54.39%, tokens_per_sec=150,448
iter_num=657: train_lossf=4.3748, dt=3.409s, mfu=54.20%, tokens_per_sec=144,166
iter_num=658: train_lossf=4.1866, dt=3.264s, mfu=54.27%, tokens_per_sec=150,577
iter_num=659: train_lossf=4.1629, dt=3.268s, mfu=54.32%, tokens_per_sec=150,401
iter_num=660: train_lossf=4.2205, dt=3.268s, mfu=54.36%, tokens_per_sec=150,408
iter_num=661: train_lossf=4.3309, dt=3.267s, mfu=54.40%, tokens_per_sec=150,468
iter_num=662: train_lossf=4.3437, dt=3.270s, mfu=54.44%, tokens_per_sec=150,309
iter_num=663: train_lossf=4.2786, dt=3.269s, mfu=54.47%, tokens_per_sec=150,355
iter_num=664: train_lossf=4.2327, dt=3.268s, mfu=54.50%, tokens_per_sec=150,391
iter_num=665: train_lossf=4.1247, dt=3.269s, mfu=54.52%, tokens_per_sec=150,357
iter_num=666: train_lossf=4.2523, dt=3.269s, mfu=54.55%, tokens_per_sec=150,361
iter_num=667: train_lossf=4.1246, dt=3.269s, mfu=54.57%, tokens_per_sec=150,375
iter_num=668: train_lossf=4.3013, dt=3.269s, mfu=54.58%, tokens_per_sec=150,340
iter_num=669: train_lossf=4.3853, dt=3.270s, mfu=54.60%, tokens_per_sec=150,325
iter_num=670: train_lossf=4.1822, dt=3.300s, mfu=54.56%, tokens_per_sec=148,966
iter_num=671: train_lossf=4.2991, dt=3.267s, mfu=54.59%, tokens_per_sec=150,435
iter_num=672: train_lossf=4.4092, dt=3.267s, mfu=54.60%, tokens_per_sec=150,449
iter_num=673: train_lossf=4.0363, dt=3.268s, mfu=54.62%, tokens_per_sec=150,421
iter_num=674: train_lossf=4.1899, dt=3.266s, mfu=54.64%, tokens_per_sec=150,494
iter_num=675: train_lossf=4.2486, dt=3.268s, mfu=54.65%, tokens_per_sec=150,405
iter_num=676: train_lossf=4.1401, dt=3.274s, mfu=54.65%, tokens_per_sec=150,119
iter_num=677: train_lossf=4.2607, dt=3.267s, mfu=54.67%, tokens_per_sec=150,453
iter_num=678: train_lossf=4.0450, dt=3.266s, mfu=54.68%, tokens_per_sec=150,485
iter_num=679: train_lossf=4.0640, dt=3.267s, mfu=54.69%, tokens_per_sec=150,431
iter_num=680: train_lossf=4.0826, dt=3.266s, mfu=54.70%, tokens_per_sec=150,515
iter_num=681: train_lossf=4.1226, dt=3.265s, mfu=54.71%, tokens_per_sec=150,530
iter_num=682: train_lossf=4.0258, dt=3.445s, mfu=54.44%, tokens_per_sec=142,691
iter_num=683: train_lossf=4.1366, dt=3.267s, mfu=54.47%, tokens_per_sec=150,461
iter_num=684: train_lossf=4.0882, dt=3.267s, mfu=54.50%, tokens_per_sec=150,466
iter_num=685: train_lossf=4.2027, dt=3.266s, mfu=54.53%, tokens_per_sec=150,489
iter_num=686: train_lossf=4.1892, dt=3.266s, mfu=54.56%, tokens_per_sec=150,501
iter_num=687: train_lossf=3.8986, dt=3.266s, mfu=54.58%, tokens_per_sec=150,487
iter_num=688: train_lossf=4.3875, dt=3.379s, mfu=54.42%, tokens_per_sec=145,482
iter_num=689: train_lossf=3.9805, dt=3.266s, mfu=54.46%, tokens_per_sec=150,503
iter_num=690: train_lossf=4.1689, dt=3.265s, mfu=54.50%, tokens_per_sec=150,559
iter_num=691: train_lossf=3.9775, dt=3.266s, mfu=54.53%, tokens_per_sec=150,484
iter_num=692: train_lossf=4.0845, dt=3.265s, mfu=54.56%, tokens_per_sec=150,562
iter_num=693: train_lossf=4.1135, dt=3.267s, mfu=54.58%, tokens_per_sec=150,464
iter_num=694: train_lossf=3.8783, dt=3.265s, mfu=54.60%, tokens_per_sec=150,530
iter_num=695: train_lossf=4.1615, dt=3.430s, mfu=54.36%, tokens_per_sec=143,319
iter_num=696: train_lossf=4.1483, dt=4.282s, mfu=53.10%, tokens_per_sec=114,784
iter_num=697: train_lossf=4.1519, dt=3.260s, mfu=53.28%, tokens_per_sec=150,788
iter_num=698: train_lossf=4.1763, dt=3.265s, mfu=53.44%, tokens_per_sec=150,546
iter_num=699: train_lossf=4.1000, dt=3.266s, mfu=53.57%, tokens_per_sec=150,506
iter_num=700: train_lossf=4.1128, dt=3.265s, mfu=53.70%, tokens_per_sec=150,528
iter_num=701: train_lossf=3.9003, dt=3.265s, mfu=53.81%, tokens_per_sec=150,530
iter_num=702: train_lossf=4.1347, dt=3.266s, mfu=53.91%, tokens_per_sec=150,486
iter_num=703: train_lossf=4.1469, dt=3.475s, mfu=53.67%, tokens_per_sec=141,432
iter_num=704: train_lossf=4.1135, dt=3.262s, mfu=53.79%, tokens_per_sec=150,678
iter_num=705: train_lossf=4.2736, dt=3.267s, mfu=53.89%, tokens_per_sec=150,461
iter_num=706: train_lossf=4.1883, dt=3.268s, mfu=53.98%, tokens_per_sec=150,405
iter_num=707: train_lossf=4.4214, dt=3.267s, mfu=54.06%, tokens_per_sec=150,428
iter_num=708: train_lossf=4.1286, dt=3.391s, mfu=53.93%, tokens_per_sec=144,952
iter_num=709: train_lossf=4.2055, dt=3.308s, mfu=53.95%, tokens_per_sec=148,607
iter_num=710: train_lossf=4.1155, dt=3.268s, mfu=54.03%, tokens_per_sec=150,385
iter_num=711: train_lossf=3.9651, dt=3.284s, mfu=54.08%, tokens_per_sec=149,682
iter_num=712: train_lossf=4.0137, dt=3.267s, mfu=54.15%, tokens_per_sec=150,472
iter_num=713: train_lossf=3.9815, dt=3.268s, mfu=54.21%, tokens_per_sec=150,398
iter_num=714: train_lossf=4.3643, dt=3.267s, mfu=54.27%, tokens_per_sec=150,458
iter_num=715: train_lossf=4.1179, dt=3.269s, mfu=54.31%, tokens_per_sec=150,344
iter_num=716: train_lossf=4.2009, dt=3.270s, mfu=54.36%, tokens_per_sec=150,311
iter_num=717: train_lossf=4.1291, dt=3.270s, mfu=54.39%, tokens_per_sec=150,332
iter_num=718: train_lossf=4.0662, dt=3.271s, mfu=54.43%, tokens_per_sec=150,250
iter_num=719: train_lossf=4.0067, dt=3.271s, mfu=54.46%, tokens_per_sec=150,272
iter_num=720: train_lossf=4.2111, dt=3.271s, mfu=54.48%, tokens_per_sec=150,275
iter_num=721: train_lossf=4.0541, dt=3.270s, mfu=54.51%, tokens_per_sec=150,306
iter_num=722: train_lossf=4.1248, dt=3.272s, mfu=54.53%, tokens_per_sec=150,241
iter_num=723: train_lossf=4.0639, dt=3.271s, mfu=54.55%, tokens_per_sec=150,284
iter_num=724: train_lossf=4.1328, dt=3.271s, mfu=54.56%, tokens_per_sec=150,272
iter_num=725: train_lossf=4.3847, dt=3.269s, mfu=54.58%, tokens_per_sec=150,363
iter_num=726: train_lossf=4.0449, dt=3.270s, mfu=54.60%, tokens_per_sec=150,318
iter_num=727: train_lossf=4.0033, dt=3.270s, mfu=54.61%, tokens_per_sec=150,315
iter_num=728: train_lossf=4.0546, dt=3.269s, mfu=54.62%, tokens_per_sec=150,351
