Running with width=1024, lr=0.00390625
----------------------------------
SLURM_JOB_NODELIST: jrc0332
MASTER_ADDR:MASTER_PORT=10.14.3.22:9469
----------------------------------
[2024-12-10 18:52:32,828] torch.distributed.run: [WARNING] master_addr is only used for static rdzv_backend and when rdzv_endpoint is not specified.
[2024-12-10 18:52:32,829] torch.distributed.run: [WARNING] 
[2024-12-10 18:52:32,829] torch.distributed.run: [WARNING] *****************************************
[2024-12-10 18:52:32,829] torch.distributed.run: [WARNING] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
[2024-12-10 18:52:32,829] torch.distributed.run: [WARNING] *****************************************
[W socket.cpp:436] [c10d] The server socket cannot be initialized on [::]:9469 (errno: 97 - Address family not supported by protocol).
[W socket.cpp:663] [c10d] The client socket cannot be initialized to connect to [jrc0332i.jureca]:9469 (errno: 97 - Address family not supported by protocol).
Overriding: out_dir = out/width_1024_lr_0.00390625/
Overriding: n_head = 16
Overriding: n_embd = 1024
Overriding: learning_rate = 0.00390625
[W socket.cpp:663] [c10d] The client socket cannot be initialized to connect to [jrc0332.jureca]:37621 (errno: 97 - Address family not supported by protocol).
Overriding: out_dir = out/width_1024_lr_0.00390625/
Overriding: n_head = 16
Overriding: n_embd = 1024
Overriding: learning_rate = 0.00390625
[W socket.cpp:663] [c10d] The client socket cannot be initialized to connect to [jrc0332.jureca]:37621 (errno: 97 - Address family not supported by protocol).
Overriding: out_dir = out/width_1024_lr_0.00390625/
Overriding: n_head = 16
Overriding: n_embd = 1024
Overriding: learning_rate = 0.00390625
[W socket.cpp:663] [c10d] The client socket cannot be initialized to connect to [jrc0332.jureca]:37621 (errno: 97 - Address family not supported by protocol).
Overriding: out_dir = out/width_1024_lr_0.00390625/
Overriding: n_head = 16
Overriding: n_embd = 1024
Overriding: learning_rate = 0.00390625
[W socket.cpp:436] [c10d] The server socket cannot be initialized on [::]:37621 (errno: 97 - Address family not supported by protocol).
[W socket.cpp:663] [c10d] The client socket cannot be initialized to connect to [jrc0332.jureca]:37621 (errno: 97 - Address family not supported by protocol).
tokens per iteration will be: 491,520
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
tokens per iteration will be: 491,520
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
tokens per iteration will be: 491,520
tokens per iteration will be: 491,520
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
number of parameters: 202.53M
number of parameters: 202.53M
number of parameters: 202.53M
number of parameters: 202.53M
num decayed parameter tensors: 50, with 203,554,816 parameters
num non-decayed parameter tensors: 25, with 25,600 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
num decayed parameter tensors: 50, with 203,554,816 parameters
num non-decayed parameter tensors: 25, with 25,600 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
num decayed parameter tensors: 50, with 203,554,816 parameters
num non-decayed parameter tensors: 25, with 25,600 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
num decayed parameter tensors: 50, with 203,554,816 parameters
num non-decayed parameter tensors: 25, with 25,600 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
step 0: train loss 10.9897, val loss 10.9901
iter_num=0: train_lossf=10.9685, dt=93.654s, mfu=0.00%, tokens_per_sec=5,248
iter_num=474: train_lossf=5.0148, dt=1.186s, mfu=44.59%, tokens_per_sec=414,548
iter_num=475: train_lossf=4.9943, dt=1.318s, mfu=44.21%, tokens_per_sec=373,005
iter_num=476: train_lossf=5.0594, dt=1.248s, mfu=44.10%, tokens_per_sec=393,689
iter_num=477: train_lossf=5.0617, dt=1.186s, mfu=44.23%, tokens_per_sec=414,434
iter_num=478: train_lossf=4.9120, dt=1.185s, mfu=44.34%, tokens_per_sec=414,664
iter_num=479: train_lossf=4.9673, dt=1.189s, mfu=44.43%, tokens_per_sec=413,219
iter_num=480: train_lossf=5.0074, dt=1.186s, mfu=44.53%, tokens_per_sec=414,355
iter_num=481: train_lossf=4.9974, dt=1.191s, mfu=44.59%, tokens_per_sec=412,677
iter_num=482: train_lossf=4.8722, dt=1.186s, mfu=44.67%, tokens_per_sec=414,427
iter_num=483: train_lossf=5.0962, dt=1.442s, mfu=43.93%, tokens_per_sec=340,954
iter_num=484: train_lossf=4.9846, dt=1.185s, mfu=44.08%, tokens_per_sec=414,773
iter_num=485: train_lossf=5.0460, dt=1.185s, mfu=44.21%, tokens_per_sec=414,877
iter_num=486: train_lossf=5.0085, dt=1.190s, mfu=44.32%, tokens_per_sec=413,177
iter_num=487: train_lossf=4.9040, dt=1.187s, mfu=44.42%, tokens_per_sec=413,990
iter_num=488: train_lossf=4.9581, dt=1.185s, mfu=44.51%, tokens_per_sec=414,636
iter_num=489: train_lossf=5.0273, dt=1.185s, mfu=44.60%, tokens_per_sec=414,616
iter_num=490: train_lossf=4.9439, dt=1.186s, mfu=44.68%, tokens_per_sec=414,448
iter_num=491: train_lossf=4.7942, dt=1.321s, mfu=44.28%, tokens_per_sec=372,135
iter_num=492: train_lossf=4.9040, dt=1.185s, mfu=44.40%, tokens_per_sec=414,710
iter_num=493: train_lossf=4.8891, dt=1.186s, mfu=44.49%, tokens_per_sec=414,570
iter_num=494: train_lossf=5.1576, dt=1.186s, mfu=44.58%, tokens_per_sec=414,595
iter_num=495: train_lossf=4.9871, dt=1.185s, mfu=44.66%, tokens_per_sec=414,717
iter_num=496: train_lossf=4.8796, dt=1.185s, mfu=44.74%, tokens_per_sec=414,636
iter_num=497: train_lossf=4.8778, dt=1.185s, mfu=44.80%, tokens_per_sec=414,699
iter_num=498: train_lossf=4.9685, dt=1.185s, mfu=44.86%, tokens_per_sec=414,637
iter_num=499: train_lossf=4.9594, dt=1.186s, mfu=44.91%, tokens_per_sec=414,593
iter_num=500: train_lossf=4.9658, dt=1.192s, mfu=44.94%, tokens_per_sec=412,223
iter_num=501: train_lossf=4.8239, dt=1.187s, mfu=44.98%, tokens_per_sec=414,109
iter_num=502: train_lossf=4.7368, dt=1.186s, mfu=45.02%, tokens_per_sec=414,591
iter_num=503: train_lossf=4.8392, dt=1.223s, mfu=44.92%, tokens_per_sec=402,050
iter_num=504: train_lossf=5.0862, dt=1.280s, mfu=44.63%, tokens_per_sec=384,013
iter_num=505: train_lossf=4.8952, dt=1.185s, mfu=44.71%, tokens_per_sec=414,790
iter_num=506: train_lossf=5.0435, dt=1.401s, mfu=44.08%, tokens_per_sec=350,899
iter_num=507: train_lossf=4.8952, dt=1.186s, mfu=44.20%, tokens_per_sec=414,286
iter_num=508: train_lossf=5.3032, dt=1.414s, mfu=43.59%, tokens_per_sec=347,498
iter_num=509: train_lossf=4.9409, dt=1.186s, mfu=43.77%, tokens_per_sec=414,544
iter_num=510: train_lossf=5.0376, dt=1.189s, mfu=43.92%, tokens_per_sec=413,485
iter_num=511: train_lossf=4.7869, dt=1.186s, mfu=44.06%, tokens_per_sec=414,407
iter_num=512: train_lossf=4.9417, dt=1.245s, mfu=43.98%, tokens_per_sec=394,670
iter_num=513: train_lossf=5.0634, dt=1.186s, mfu=44.12%, tokens_per_sec=414,507
iter_num=514: train_lossf=4.8429, dt=1.187s, mfu=44.24%, tokens_per_sec=413,927
iter_num=515: train_lossf=4.8702, dt=1.186s, mfu=44.35%, tokens_per_sec=414,570
iter_num=516: train_lossf=4.8169, dt=1.222s, mfu=44.32%, tokens_per_sec=402,076
iter_num=517: train_lossf=4.9714, dt=1.206s, mfu=44.35%, tokens_per_sec=407,563
iter_num=518: train_lossf=5.0371, dt=1.186s, mfu=44.45%, tokens_per_sec=414,579
iter_num=519: train_lossf=5.0445, dt=1.229s, mfu=44.38%, tokens_per_sec=399,790
iter_num=520: train_lossf=4.8454, dt=1.186s, mfu=44.48%, tokens_per_sec=414,444
iter_num=521: train_lossf=4.9473, dt=1.187s, mfu=44.57%, tokens_per_sec=414,134
iter_num=522: train_lossf=4.9479, dt=1.187s, mfu=44.64%, tokens_per_sec=414,221
iter_num=523: train_lossf=4.7910, dt=1.186s, mfu=44.72%, tokens_per_sec=414,380
iter_num=524: train_lossf=4.7268, dt=1.332s, mfu=44.29%, tokens_per_sec=369,145
iter_num=525: train_lossf=4.8448, dt=1.186s, mfu=44.39%, tokens_per_sec=414,417
iter_num=526: train_lossf=4.9538, dt=1.222s, mfu=44.36%, tokens_per_sec=402,163
iter_num=527: train_lossf=4.8565, dt=1.187s, mfu=44.46%, tokens_per_sec=414,258
iter_num=528: train_lossf=4.7422, dt=1.187s, mfu=44.54%, tokens_per_sec=414,142
iter_num=529: train_lossf=4.9626, dt=1.186s, mfu=44.63%, tokens_per_sec=414,336
iter_num=530: train_lossf=4.8554, dt=1.186s, mfu=44.70%, tokens_per_sec=414,315
iter_num=531: train_lossf=4.6221, dt=1.374s, mfu=44.14%, tokens_per_sec=357,611
iter_num=532: train_lossf=4.7738, dt=1.187s, mfu=44.26%, tokens_per_sec=414,100
iter_num=533: train_lossf=4.7216, dt=1.186s, mfu=44.37%, tokens_per_sec=414,278
iter_num=534: train_lossf=5.0245, dt=1.187s, mfu=44.47%, tokens_per_sec=414,065
iter_num=535: train_lossf=4.8199, dt=1.186s, mfu=44.56%, tokens_per_sec=414,292
iter_num=536: train_lossf=4.9624, dt=1.215s, mfu=44.53%, tokens_per_sec=404,601
iter_num=537: train_lossf=4.8240, dt=1.187s, mfu=44.61%, tokens_per_sec=414,249
iter_num=538: train_lossf=4.8998, dt=1.187s, mfu=44.68%, tokens_per_sec=414,011
iter_num=539: train_lossf=4.8821, dt=1.203s, mfu=44.69%, tokens_per_sec=408,510
iter_num=540: train_lossf=4.9119, dt=1.187s, mfu=44.75%, tokens_per_sec=414,221
iter_num=541: train_lossf=4.6242, dt=1.198s, mfu=44.77%, tokens_per_sec=410,285
iter_num=542: train_lossf=4.7892, dt=1.187s, mfu=44.82%, tokens_per_sec=414,070
iter_num=543: train_lossf=4.8163, dt=1.187s, mfu=44.87%, tokens_per_sec=413,991
iter_num=544: train_lossf=4.9474, dt=1.213s, mfu=44.82%, tokens_per_sec=405,205
iter_num=545: train_lossf=5.1034, dt=1.187s, mfu=44.87%, tokens_per_sec=414,070
iter_num=546: train_lossf=4.7869, dt=1.187s, mfu=44.92%, tokens_per_sec=414,194
iter_num=547: train_lossf=4.9603, dt=1.190s, mfu=44.95%, tokens_per_sec=412,947
iter_num=548: train_lossf=4.7265, dt=1.258s, mfu=44.73%, tokens_per_sec=390,715
iter_num=549: train_lossf=4.9076, dt=1.237s, mfu=44.61%, tokens_per_sec=397,252
iter_num=550: train_lossf=4.7801, dt=1.260s, mfu=44.42%, tokens_per_sec=390,078
iter_num=551: train_lossf=4.4201, dt=1.187s, mfu=44.51%, tokens_per_sec=414,227
iter_num=552: train_lossf=5.1054, dt=1.210s, mfu=44.50%, tokens_per_sec=406,230
iter_num=553: train_lossf=4.9139, dt=1.187s, mfu=44.59%, tokens_per_sec=414,112
iter_num=554: train_lossf=4.8453, dt=1.197s, mfu=44.62%, tokens_per_sec=410,696
iter_num=555: train_lossf=4.8273, dt=1.217s, mfu=44.58%, tokens_per_sec=403,797
iter_num=556: train_lossf=4.9749, dt=1.340s, mfu=44.14%, tokens_per_sec=366,762
iter_num=557: train_lossf=4.9920, dt=1.248s, mfu=44.04%, tokens_per_sec=393,762
iter_num=558: train_lossf=4.3456, dt=1.204s, mfu=44.10%, tokens_per_sec=408,144
iter_num=559: train_lossf=4.7009, dt=1.188s, mfu=44.22%, tokens_per_sec=413,677
iter_num=560: train_lossf=4.9634, dt=1.224s, mfu=44.19%, tokens_per_sec=401,586
iter_num=561: train_lossf=4.7975, dt=1.188s, mfu=44.30%, tokens_per_sec=413,679
iter_num=562: train_lossf=4.8561, dt=1.189s, mfu=44.40%, tokens_per_sec=413,538
iter_num=563: train_lossf=4.7981, dt=1.236s, mfu=44.31%, tokens_per_sec=397,541
iter_num=564: train_lossf=4.6255, dt=1.192s, mfu=44.39%, tokens_per_sec=412,310
iter_num=565: train_lossf=4.6256, dt=1.217s, mfu=44.38%, tokens_per_sec=403,881
iter_num=566: train_lossf=4.7181, dt=1.189s, mfu=44.46%, tokens_per_sec=413,240
iter_num=567: train_lossf=4.9324, dt=1.189s, mfu=44.54%, tokens_per_sec=413,393
iter_num=568: train_lossf=4.9097, dt=1.211s, mfu=44.53%, tokens_per_sec=406,026
iter_num=569: train_lossf=4.6803, dt=1.189s, mfu=44.61%, tokens_per_sec=413,521
iter_num=570: train_lossf=4.6778, dt=1.188s, mfu=44.67%, tokens_per_sec=413,643
iter_num=571: train_lossf=4.6722, dt=1.236s, mfu=44.56%, tokens_per_sec=397,734
iter_num=572: train_lossf=4.7228, dt=1.194s, mfu=44.61%, tokens_per_sec=411,795
iter_num=573: train_lossf=4.5821, dt=1.189s, mfu=44.68%, tokens_per_sec=413,450
iter_num=574: train_lossf=4.8092, dt=1.409s, mfu=44.03%, tokens_per_sec=348,802
iter_num=575: train_lossf=4.5696, dt=1.213s, mfu=44.06%, tokens_per_sec=405,315
iter_num=576: train_lossf=4.7607, dt=1.206s, mfu=44.12%, tokens_per_sec=407,448
iter_num=577: train_lossf=4.5086, dt=1.188s, mfu=44.23%, tokens_per_sec=413,808
iter_num=578: train_lossf=4.5513, dt=1.188s, mfu=44.34%, tokens_per_sec=413,853
iter_num=579: train_lossf=4.6919, dt=1.188s, mfu=44.44%, tokens_per_sec=413,784
iter_num=580: train_lossf=4.6343, dt=1.220s, mfu=44.40%, tokens_per_sec=403,007
iter_num=581: train_lossf=4.4423, dt=1.188s, mfu=44.49%, tokens_per_sec=413,645
iter_num=582: train_lossf=4.8275, dt=1.219s, mfu=44.46%, tokens_per_sec=403,161
iter_num=583: train_lossf=4.6734, dt=1.204s, mfu=44.48%, tokens_per_sec=408,312
iter_num=584: train_lossf=4.5796, dt=1.201s, mfu=44.51%, tokens_per_sec=409,331
iter_num=585: train_lossf=4.7092, dt=1.188s, mfu=44.59%, tokens_per_sec=413,681
iter_num=586: train_lossf=4.5149, dt=1.474s, mfu=43.78%, tokens_per_sec=333,396
iter_num=587: train_lossf=4.7832, dt=1.188s, mfu=43.93%, tokens_per_sec=413,702
iter_num=588: train_lossf=4.7432, dt=1.189s, mfu=44.06%, tokens_per_sec=413,406
iter_num=589: train_lossf=4.6525, dt=1.195s, mfu=44.16%, tokens_per_sec=411,344
iter_num=590: train_lossf=4.6611, dt=1.212s, mfu=44.18%, tokens_per_sec=405,479
iter_num=591: train_lossf=4.6761, dt=1.188s, mfu=44.30%, tokens_per_sec=413,828
iter_num=592: train_lossf=4.5551, dt=1.189s, mfu=44.39%, tokens_per_sec=413,277
iter_num=593: train_lossf=4.8717, dt=1.373s, mfu=43.87%, tokens_per_sec=357,928
iter_num=594: train_lossf=4.6736, dt=1.188s, mfu=44.01%, tokens_per_sec=413,899
iter_num=595: train_lossf=4.5469, dt=1.187s, mfu=44.14%, tokens_per_sec=414,084
iter_num=596: train_lossf=4.5774, dt=1.187s, mfu=44.26%, tokens_per_sec=413,955
iter_num=597: train_lossf=4.6468, dt=1.188s, mfu=44.37%, tokens_per_sec=413,782
iter_num=598: train_lossf=4.7127, dt=1.188s, mfu=44.46%, tokens_per_sec=413,827
iter_num=599: train_lossf=4.6681, dt=1.229s, mfu=44.39%, tokens_per_sec=399,962
iter_num=600: train_lossf=4.7797, dt=1.187s, mfu=44.48%, tokens_per_sec=414,035
iter_num=601: train_lossf=4.6318, dt=1.187s, mfu=44.57%, tokens_per_sec=413,936
iter_num=602: train_lossf=4.6154, dt=1.187s, mfu=44.64%, tokens_per_sec=414,138
iter_num=603: train_lossf=4.6470, dt=1.346s, mfu=44.18%, tokens_per_sec=365,045
iter_num=604: train_lossf=4.5838, dt=1.266s, mfu=44.01%, tokens_per_sec=388,096
iter_num=605: train_lossf=4.7262, dt=1.187s, mfu=44.14%, tokens_per_sec=414,155
iter_num=606: train_lossf=4.6760, dt=1.187s, mfu=44.26%, tokens_per_sec=413,967
iter_num=607: train_lossf=4.5205, dt=1.230s, mfu=44.21%, tokens_per_sec=399,598
iter_num=608: train_lossf=4.7953, dt=1.186s, mfu=44.32%, tokens_per_sec=414,299
iter_num=609: train_lossf=4.6185, dt=1.195s, mfu=44.39%, tokens_per_sec=411,321
iter_num=610: train_lossf=4.7905, dt=1.187s, mfu=44.48%, tokens_per_sec=413,980
iter_num=611: train_lossf=4.5555, dt=1.228s, mfu=44.42%, tokens_per_sec=400,392
iter_num=612: train_lossf=4.4840, dt=1.186s, mfu=44.51%, tokens_per_sec=414,378
iter_num=613: train_lossf=4.6006, dt=1.219s, mfu=44.48%, tokens_per_sec=403,169
iter_num=614: train_lossf=4.3715, dt=1.245s, mfu=44.35%, tokens_per_sec=394,805
iter_num=615: train_lossf=4.5874, dt=1.221s, mfu=44.32%, tokens_per_sec=402,462
iter_num=616: train_lossf=4.4542, dt=1.187s, mfu=44.42%, tokens_per_sec=414,140
iter_num=617: train_lossf=4.6218, dt=1.245s, mfu=44.30%, tokens_per_sec=394,730
iter_num=618: train_lossf=4.5545, dt=1.232s, mfu=44.24%, tokens_per_sec=398,897
iter_num=619: train_lossf=4.7519, dt=1.275s, mfu=44.03%, tokens_per_sec=385,531
iter_num=620: train_lossf=4.5112, dt=1.261s, mfu=43.90%, tokens_per_sec=389,908
iter_num=621: train_lossf=4.3662, dt=1.222s, mfu=43.91%, tokens_per_sec=402,337
iter_num=622: train_lossf=4.5681, dt=1.254s, mfu=43.81%, tokens_per_sec=391,917
iter_num=623: train_lossf=4.5328, dt=1.450s, mfu=43.14%, tokens_per_sec=338,936
iter_num=624: train_lossf=4.4491, dt=1.233s, mfu=43.19%, tokens_per_sec=398,684
iter_num=625: train_lossf=4.4606, dt=1.296s, mfu=43.02%, tokens_per_sec=379,179
iter_num=626: train_lossf=4.5230, dt=1.249s, mfu=43.03%, tokens_per_sec=393,518
iter_num=627: train_lossf=4.4010, dt=1.376s, mfu=42.64%, tokens_per_sec=357,196
iter_num=628: train_lossf=4.5738, dt=1.223s, mfu=42.77%, tokens_per_sec=401,743
iter_num=629: train_lossf=4.6138, dt=1.186s, mfu=43.03%, tokens_per_sec=414,274
iter_num=630: train_lossf=4.5767, dt=1.376s, mfu=42.64%, tokens_per_sec=357,281
iter_num=631: train_lossf=4.6197, dt=1.239s, mfu=42.72%, tokens_per_sec=396,758
iter_num=632: train_lossf=4.5203, dt=1.196s, mfu=42.95%, tokens_per_sec=411,101
iter_num=633: train_lossf=4.8278, dt=1.230s, mfu=43.02%, tokens_per_sec=399,490
iter_num=634: train_lossf=4.5853, dt=1.368s, mfu=42.65%, tokens_per_sec=359,235
iter_num=635: train_lossf=4.5536, dt=1.231s, mfu=42.76%, tokens_per_sec=399,236
iter_num=636: train_lossf=4.7269, dt=1.186s, mfu=43.02%, tokens_per_sec=414,389
iter_num=637: train_lossf=4.5209, dt=1.275s, mfu=42.94%, tokens_per_sec=385,494
iter_num=638: train_lossf=4.3422, dt=1.225s, mfu=43.04%, tokens_per_sec=401,135
iter_num=639: train_lossf=4.7174, dt=1.187s, mfu=43.26%, tokens_per_sec=413,926
iter_num=640: train_lossf=4.4908, dt=1.187s, mfu=43.47%, tokens_per_sec=414,181
iter_num=641: train_lossf=4.4221, dt=1.209s, mfu=43.57%, tokens_per_sec=406,620
iter_num=642: train_lossf=4.5610, dt=1.191s, mfu=43.74%, tokens_per_sec=412,779
iter_num=643: train_lossf=4.4518, dt=1.196s, mfu=43.86%, tokens_per_sec=410,813
iter_num=644: train_lossf=4.4756, dt=1.187s, mfu=44.01%, tokens_per_sec=414,070
iter_num=645: train_lossf=4.4670, dt=1.187s, mfu=44.14%, tokens_per_sec=414,195
iter_num=646: train_lossf=4.4188, dt=1.222s, mfu=44.13%, tokens_per_sec=402,196
iter_num=647: train_lossf=4.3364, dt=1.193s, mfu=44.23%, tokens_per_sec=412,071
iter_num=648: train_lossf=4.5699, dt=1.215s, mfu=44.23%, tokens_per_sec=404,645
iter_num=649: train_lossf=4.4564, dt=1.186s, mfu=44.35%, tokens_per_sec=414,321
iter_num=650: train_lossf=4.5404, dt=1.187s, mfu=44.45%, tokens_per_sec=414,253
iter_num=651: train_lossf=4.4904, dt=1.195s, mfu=44.50%, tokens_per_sec=411,222
iter_num=652: train_lossf=4.4488, dt=1.187s, mfu=44.58%, tokens_per_sec=413,941
iter_num=653: train_lossf=4.4912, dt=1.269s, mfu=44.37%, tokens_per_sec=387,329
iter_num=654: train_lossf=4.6197, dt=1.247s, mfu=44.25%, tokens_per_sec=394,318
iter_num=655: train_lossf=4.4836, dt=1.187s, mfu=44.35%, tokens_per_sec=414,086
iter_num=656: train_lossf=4.4604, dt=1.188s, mfu=44.45%, tokens_per_sec=413,755
iter_num=657: train_lossf=4.5072, dt=1.212s, mfu=44.44%, tokens_per_sec=405,661
iter_num=658: train_lossf=4.6236, dt=1.187s, mfu=44.53%, tokens_per_sec=413,989
iter_num=659: train_lossf=4.3870, dt=1.193s, mfu=44.59%, tokens_per_sec=412,052
iter_num=660: train_lossf=4.2570, dt=1.261s, mfu=44.40%, tokens_per_sec=389,750
iter_num=661: train_lossf=4.4168, dt=1.397s, mfu=43.81%, tokens_per_sec=351,825
iter_num=662: train_lossf=4.5624, dt=1.188s, mfu=43.96%, tokens_per_sec=413,862
iter_num=663: train_lossf=4.4145, dt=1.190s, mfu=44.08%, tokens_per_sec=413,043
iter_num=664: train_lossf=4.3389, dt=1.192s, mfu=44.19%, tokens_per_sec=412,244
iter_num=665: train_lossf=4.4082, dt=1.188s, mfu=44.30%, tokens_per_sec=413,881
iter_num=666: train_lossf=4.4213, dt=1.193s, mfu=44.38%, tokens_per_sec=411,940
iter_num=667: train_lossf=4.3726, dt=1.237s, mfu=44.29%, tokens_per_sec=397,492
iter_num=668: train_lossf=4.4001, dt=1.198s, mfu=44.36%, tokens_per_sec=410,387
iter_num=669: train_lossf=4.3076, dt=1.188s, mfu=44.45%, tokens_per_sec=413,825
iter_num=670: train_lossf=4.4738, dt=1.187s, mfu=44.54%, tokens_per_sec=414,167
iter_num=671: train_lossf=4.3269, dt=1.220s, mfu=44.50%, tokens_per_sec=402,835
iter_num=672: train_lossf=4.3302, dt=1.383s, mfu=43.94%, tokens_per_sec=355,335
iter_num=673: train_lossf=4.3141, dt=1.214s, mfu=43.98%, tokens_per_sec=405,021
iter_num=674: train_lossf=4.4192, dt=1.229s, mfu=43.96%, tokens_per_sec=400,091
iter_num=675: train_lossf=4.4411, dt=1.235s, mfu=43.92%, tokens_per_sec=398,100
iter_num=676: train_lossf=4.5083, dt=1.267s, mfu=43.77%, tokens_per_sec=387,891
iter_num=677: train_lossf=4.5017, dt=1.231s, mfu=43.77%, tokens_per_sec=399,349
iter_num=678: train_lossf=4.4291, dt=1.188s, mfu=43.92%, tokens_per_sec=413,894
iter_num=679: train_lossf=4.4730, dt=1.237s, mfu=43.88%, tokens_per_sec=397,295
iter_num=680: train_lossf=4.4203, dt=1.216s, mfu=43.92%, tokens_per_sec=404,080
iter_num=681: train_lossf=4.5758, dt=1.202s, mfu=44.00%, tokens_per_sec=408,886
iter_num=682: train_lossf=4.4496, dt=1.385s, mfu=43.49%, tokens_per_sec=354,970
iter_num=683: train_lossf=4.3979, dt=1.214s, mfu=43.57%, tokens_per_sec=404,746
iter_num=684: train_lossf=4.4324, dt=1.239s, mfu=43.55%, tokens_per_sec=396,797
iter_num=685: train_lossf=4.4198, dt=1.450s, mfu=42.91%, tokens_per_sec=338,915
iter_num=686: train_lossf=4.4084, dt=1.293s, mfu=42.78%, tokens_per_sec=380,132
iter_num=687: train_lossf=4.5434, dt=1.272s, mfu=42.73%, tokens_per_sec=386,557
iter_num=688: train_lossf=4.6036, dt=1.188s, mfu=42.99%, tokens_per_sec=413,566
iter_num=689: train_lossf=4.3968, dt=1.212s, mfu=43.13%, tokens_per_sec=405,378
iter_num=690: train_lossf=4.3925, dt=1.188s, mfu=43.34%, tokens_per_sec=413,611
iter_num=691: train_lossf=4.3003, dt=1.241s, mfu=43.34%, tokens_per_sec=396,223
iter_num=692: train_lossf=4.5197, dt=1.192s, mfu=43.52%, tokens_per_sec=412,258
iter_num=693: train_lossf=4.3749, dt=1.248s, mfu=43.48%, tokens_per_sec=393,953
iter_num=694: train_lossf=4.4769, dt=1.208s, mfu=43.59%, tokens_per_sec=406,809
iter_num=695: train_lossf=4.3309, dt=1.192s, mfu=43.74%, tokens_per_sec=412,467
iter_num=696: train_lossf=4.3395, dt=1.225s, mfu=43.76%, tokens_per_sec=401,347
iter_num=697: train_lossf=4.3271, dt=1.188s, mfu=43.92%, tokens_per_sec=413,704
iter_num=698: train_lossf=4.1707, dt=1.188s, mfu=44.05%, tokens_per_sec=413,598
iter_num=699: train_lossf=4.3148, dt=1.194s, mfu=44.15%, tokens_per_sec=411,733
iter_num=700: train_lossf=4.3100, dt=1.346s, mfu=43.74%, tokens_per_sec=365,058
iter_num=701: train_lossf=4.4121, dt=1.569s, mfu=42.79%, tokens_per_sec=313,201
iter_num=702: train_lossf=4.1576, dt=1.236s, mfu=42.86%, tokens_per_sec=397,527
iter_num=703: train_lossf=4.4840, dt=1.189s, mfu=43.10%, tokens_per_sec=413,540
iter_num=704: train_lossf=4.2159, dt=1.262s, mfu=43.06%, tokens_per_sec=389,520
iter_num=705: train_lossf=3.9964, dt=1.338s, mfu=42.77%, tokens_per_sec=367,427
iter_num=706: train_lossf=4.2253, dt=1.188s, mfu=43.03%, tokens_per_sec=413,765
iter_num=707: train_lossf=4.3183, dt=1.201s, mfu=43.20%, tokens_per_sec=409,350
iter_num=708: train_lossf=4.3848, dt=1.631s, mfu=42.18%, tokens_per_sec=301,430
iter_num=709: train_lossf=4.4423, dt=1.230s, mfu=42.34%, tokens_per_sec=399,483
iter_num=710: train_lossf=4.2733, dt=1.219s, mfu=42.52%, tokens_per_sec=403,273
iter_num=711: train_lossf=4.3911, dt=1.188s, mfu=42.80%, tokens_per_sec=413,710
iter_num=712: train_lossf=4.1465, dt=1.189s, mfu=43.04%, tokens_per_sec=413,350
iter_num=713: train_lossf=4.1699, dt=1.189s, mfu=43.26%, tokens_per_sec=413,322
iter_num=714: train_lossf=4.3463, dt=1.190s, mfu=43.46%, tokens_per_sec=413,132
iter_num=715: train_lossf=4.3323, dt=1.234s, mfu=43.47%, tokens_per_sec=398,292
iter_num=716: train_lossf=4.3560, dt=1.317s, mfu=43.21%, tokens_per_sec=373,346
iter_num=717: train_lossf=4.2128, dt=1.291s, mfu=43.06%, tokens_per_sec=380,668
iter_num=718: train_lossf=4.2533, dt=1.258s, mfu=43.03%, tokens_per_sec=390,747
iter_num=719: train_lossf=4.3715, dt=1.209s, mfu=43.18%, tokens_per_sec=406,447
iter_num=720: train_lossf=4.2133, dt=1.217s, mfu=43.28%, tokens_per_sec=404,030
iter_num=721: train_lossf=4.1709, dt=1.198s, mfu=43.45%, tokens_per_sec=410,290
iter_num=722: train_lossf=4.1154, dt=1.190s, mfu=43.62%, tokens_per_sec=413,155
iter_num=723: train_lossf=4.2995, dt=1.188s, mfu=43.79%, tokens_per_sec=413,759
iter_num=724: train_lossf=4.1908, dt=1.374s, mfu=43.33%, tokens_per_sec=357,628
iter_num=725: train_lossf=4.1628, dt=1.256s, mfu=43.28%, tokens_per_sec=391,256
iter_num=726: train_lossf=4.4783, dt=1.188s, mfu=43.48%, tokens_per_sec=413,714
iter_num=727: train_lossf=4.1754, dt=1.188s, mfu=43.66%, tokens_per_sec=413,659
iter_num=728: train_lossf=4.3049, dt=1.189s, mfu=43.82%, tokens_per_sec=413,531
