Running with width=512, lr=0.00390625
----------------------------------
SLURM_JOB_NODELIST: jrc0329
MASTER_ADDR:MASTER_PORT=10.14.3.19:9469
----------------------------------
[2024-12-10 18:52:33,838] torch.distributed.run: [WARNING] master_addr is only used for static rdzv_backend and when rdzv_endpoint is not specified.
[2024-12-10 18:52:33,838] torch.distributed.run: [WARNING] 
[2024-12-10 18:52:33,838] torch.distributed.run: [WARNING] *****************************************
[2024-12-10 18:52:33,838] torch.distributed.run: [WARNING] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
[2024-12-10 18:52:33,838] torch.distributed.run: [WARNING] *****************************************
[W socket.cpp:436] [c10d] The server socket cannot be initialized on [::]:9469 (errno: 97 - Address family not supported by protocol).
[W socket.cpp:663] [c10d] The client socket cannot be initialized to connect to [jrc0329i.jureca]:9469 (errno: 97 - Address family not supported by protocol).
Overriding: out_dir = out/width_512_lr_0.00390625/
Overriding: n_head = 8
Overriding: n_embd = 512
Overriding: learning_rate = 0.00390625
[W socket.cpp:663] [c10d] The client socket cannot be initialized to connect to [jrc0329.jureca]:39221 (errno: 97 - Address family not supported by protocol).
Overriding: out_dir = out/width_512_lr_0.00390625/
Overriding: n_head = 8
Overriding: n_embd = 512
Overriding: learning_rate = 0.00390625
[W socket.cpp:436] [c10d] The server socket cannot be initialized on [::]:39221 (errno: 97 - Address family not supported by protocol).
Overriding: out_dir = out/width_512_lr_0.00390625/
Overriding: n_head = 8
Overriding: n_embd = 512
Overriding: learning_rate = 0.00390625
[W socket.cpp:663] [c10d] The client socket cannot be initialized to connect to [jrc0329.jureca]:39221 (errno: 97 - Address family not supported by protocol).
[W socket.cpp:663] [c10d] The client socket cannot be initialized to connect to [jrc0329.jureca]:39221 (errno: 97 - Address family not supported by protocol).
Overriding: out_dir = out/width_512_lr_0.00390625/
Overriding: n_head = 8
Overriding: n_embd = 512
Overriding: learning_rate = 0.00390625
[W socket.cpp:663] [c10d] The client socket cannot be initialized to connect to [jrc0329.jureca]:39221 (errno: 97 - Address family not supported by protocol).
tokens per iteration will be: 491,520tokens per iteration will be: 491,520

Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
tokens per iteration will be: 491,520
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
tokens per iteration will be: 491,520
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
number of parameters: 63.52M
number of parameters: 63.52M
num decayed parameter tensors: 50, with 64,028,672 parameters
num non-decayed parameter tensors: 25, with 12,800 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
num decayed parameter tensors: 50, with 64,028,672 parameters
num non-decayed parameter tensors: 25, with 12,800 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
number of parameters: 63.52M
number of parameters: 63.52M
num decayed parameter tensors: 50, with 64,028,672 parameters
num non-decayed parameter tensors: 25, with 12,800 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
num decayed parameter tensors: 50, with 64,028,672 parameters
num non-decayed parameter tensors: 25, with 12,800 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
step 0: train loss 10.8806, val loss 10.8805
iter_num=0: train_lossf=10.8783, dt=86.388s, mfu=0.00%, tokens_per_sec=5,690
iter_num=474: train_lossf=5.4432, dt=0.564s, mfu=30.88%, tokens_per_sec=871,948
iter_num=475: train_lossf=5.3179, dt=0.562s, mfu=31.00%, tokens_per_sec=875,112
iter_num=476: train_lossf=5.3803, dt=0.560s, mfu=31.11%, tokens_per_sec=878,466
iter_num=477: train_lossf=5.1926, dt=0.564s, mfu=31.19%, tokens_per_sec=872,230
iter_num=478: train_lossf=5.4967, dt=0.564s, mfu=31.26%, tokens_per_sec=871,071
iter_num=479: train_lossf=5.4288, dt=0.571s, mfu=31.28%, tokens_per_sec=860,879
iter_num=480: train_lossf=5.2896, dt=0.582s, mfu=31.25%, tokens_per_sec=845,012
iter_num=481: train_lossf=5.6576, dt=0.567s, mfu=31.29%, tokens_per_sec=866,218
iter_num=482: train_lossf=5.2821, dt=0.571s, mfu=31.31%, tokens_per_sec=860,252
iter_num=483: train_lossf=5.4887, dt=0.572s, mfu=31.32%, tokens_per_sec=859,087
iter_num=484: train_lossf=5.2658, dt=0.571s, mfu=31.34%, tokens_per_sec=861,172
iter_num=485: train_lossf=5.3958, dt=0.720s, mfu=30.70%, tokens_per_sec=682,936
iter_num=486: train_lossf=5.2495, dt=0.945s, mfu=29.54%, tokens_per_sec=520,045
iter_num=487: train_lossf=5.3410, dt=0.583s, mfu=29.67%, tokens_per_sec=842,488
iter_num=488: train_lossf=5.4510, dt=0.583s, mfu=29.78%, tokens_per_sec=842,650
iter_num=489: train_lossf=5.2486, dt=0.562s, mfu=30.01%, tokens_per_sec=875,207
iter_num=490: train_lossf=5.2846, dt=0.577s, mfu=30.12%, tokens_per_sec=852,268
iter_num=491: train_lossf=5.2313, dt=0.566s, mfu=30.29%, tokens_per_sec=868,845
iter_num=492: train_lossf=5.4314, dt=0.766s, mfu=29.61%, tokens_per_sec=641,568
iter_num=493: train_lossf=5.4369, dt=0.721s, mfu=29.14%, tokens_per_sec=681,560
iter_num=494: train_lossf=5.4100, dt=0.712s, mfu=28.75%, tokens_per_sec=689,896
iter_num=495: train_lossf=5.3012, dt=0.574s, mfu=29.01%, tokens_per_sec=855,976
iter_num=496: train_lossf=5.3664, dt=0.565s, mfu=29.29%, tokens_per_sec=870,201
iter_num=497: train_lossf=5.2922, dt=0.718s, mfu=28.86%, tokens_per_sec=684,257
iter_num=498: train_lossf=5.3434, dt=0.568s, mfu=29.14%, tokens_per_sec=864,840
iter_num=499: train_lossf=5.4007, dt=0.572s, mfu=29.37%, tokens_per_sec=859,695
iter_num=500: train_lossf=5.4368, dt=0.607s, mfu=29.40%, tokens_per_sec=810,337
iter_num=501: train_lossf=5.3017, dt=0.577s, mfu=29.58%, tokens_per_sec=851,877
iter_num=502: train_lossf=5.3085, dt=0.570s, mfu=29.78%, tokens_per_sec=862,695
iter_num=503: train_lossf=5.2417, dt=0.725s, mfu=29.28%, tokens_per_sec=678,269
iter_num=504: train_lossf=5.4046, dt=0.734s, mfu=28.80%, tokens_per_sec=669,957
iter_num=505: train_lossf=5.2175, dt=0.557s, mfu=29.15%, tokens_per_sec=883,208
iter_num=506: train_lossf=5.1472, dt=0.578s, mfu=29.35%, tokens_per_sec=850,774
iter_num=507: train_lossf=5.4217, dt=0.565s, mfu=29.60%, tokens_per_sec=870,692
iter_num=508: train_lossf=5.3850, dt=0.565s, mfu=29.82%, tokens_per_sec=869,861
iter_num=509: train_lossf=5.1922, dt=0.570s, mfu=30.00%, tokens_per_sec=861,963
iter_num=510: train_lossf=5.2622, dt=0.566s, mfu=30.18%, tokens_per_sec=868,968
iter_num=511: train_lossf=5.0444, dt=0.762s, mfu=29.52%, tokens_per_sec=644,830
iter_num=512: train_lossf=5.3088, dt=0.567s, mfu=29.74%, tokens_per_sec=866,794
iter_num=513: train_lossf=5.2055, dt=0.559s, mfu=29.98%, tokens_per_sec=879,531
iter_num=514: train_lossf=5.3710, dt=0.570s, mfu=30.14%, tokens_per_sec=862,241
iter_num=515: train_lossf=5.3106, dt=0.576s, mfu=30.24%, tokens_per_sec=852,717
iter_num=516: train_lossf=5.3895, dt=0.566s, mfu=30.40%, tokens_per_sec=868,614
iter_num=517: train_lossf=5.2846, dt=0.756s, mfu=29.74%, tokens_per_sec=650,561
iter_num=518: train_lossf=5.2028, dt=0.563s, mfu=29.96%, tokens_per_sec=873,564
iter_num=519: train_lossf=5.2489, dt=0.574s, mfu=30.10%, tokens_per_sec=856,086
iter_num=520: train_lossf=5.4137, dt=0.562s, mfu=30.29%, tokens_per_sec=874,621
iter_num=521: train_lossf=4.9389, dt=0.560s, mfu=30.47%, tokens_per_sec=878,267
iter_num=522: train_lossf=5.3200, dt=0.568s, mfu=30.59%, tokens_per_sec=865,696
iter_num=523: train_lossf=5.1067, dt=0.698s, mfu=30.11%, tokens_per_sec=704,385
iter_num=524: train_lossf=5.2318, dt=0.579s, mfu=30.20%, tokens_per_sec=848,262
iter_num=525: train_lossf=5.2186, dt=0.558s, mfu=30.41%, tokens_per_sec=881,599
iter_num=526: train_lossf=5.2246, dt=0.560s, mfu=30.58%, tokens_per_sec=877,439
iter_num=527: train_lossf=5.1816, dt=0.573s, mfu=30.66%, tokens_per_sec=857,177
iter_num=528: train_lossf=5.1161, dt=0.778s, mfu=29.90%, tokens_per_sec=631,938
iter_num=529: train_lossf=5.1407, dt=0.559s, mfu=30.13%, tokens_per_sec=879,112
iter_num=530: train_lossf=5.3488, dt=0.576s, mfu=30.24%, tokens_per_sec=853,741
iter_num=531: train_lossf=5.2727, dt=0.565s, mfu=30.40%, tokens_per_sec=869,274
iter_num=532: train_lossf=5.1591, dt=0.570s, mfu=30.51%, tokens_per_sec=862,792
iter_num=533: train_lossf=5.0881, dt=0.778s, mfu=29.77%, tokens_per_sec=631,700
iter_num=534: train_lossf=5.2505, dt=0.701s, mfu=29.36%, tokens_per_sec=701,591
iter_num=535: train_lossf=5.3218, dt=0.560s, mfu=29.64%, tokens_per_sec=878,109
iter_num=536: train_lossf=5.2528, dt=0.571s, mfu=29.82%, tokens_per_sec=860,825
iter_num=537: train_lossf=5.3322, dt=0.704s, mfu=29.39%, tokens_per_sec=697,824
iter_num=538: train_lossf=5.1990, dt=0.561s, mfu=29.66%, tokens_per_sec=875,706
iter_num=539: train_lossf=5.1822, dt=0.576s, mfu=29.82%, tokens_per_sec=853,285
iter_num=540: train_lossf=5.4559, dt=0.573s, mfu=29.97%, tokens_per_sec=858,521
iter_num=541: train_lossf=5.2905, dt=0.584s, mfu=30.06%, tokens_per_sec=841,688
iter_num=542: train_lossf=5.1332, dt=0.774s, mfu=29.38%, tokens_per_sec=635,306
iter_num=543: train_lossf=5.3419, dt=0.560s, mfu=29.65%, tokens_per_sec=878,401
iter_num=544: train_lossf=5.2256, dt=0.563s, mfu=29.88%, tokens_per_sec=873,489
iter_num=545: train_lossf=5.1809, dt=0.581s, mfu=29.99%, tokens_per_sec=845,875
iter_num=546: train_lossf=5.3302, dt=0.700s, mfu=29.56%, tokens_per_sec=702,318
iter_num=547: train_lossf=5.3538, dt=0.706s, mfu=29.15%, tokens_per_sec=696,675
iter_num=548: train_lossf=5.3357, dt=0.563s, mfu=29.43%, tokens_per_sec=873,636
iter_num=549: train_lossf=5.2176, dt=0.560s, mfu=29.70%, tokens_per_sec=877,038
iter_num=550: train_lossf=5.2187, dt=0.576s, mfu=29.85%, tokens_per_sec=853,025
iter_num=551: train_lossf=5.2408, dt=0.564s, mfu=30.05%, tokens_per_sec=871,358
iter_num=552: train_lossf=4.9525, dt=0.560s, mfu=30.26%, tokens_per_sec=877,236
iter_num=553: train_lossf=5.2491, dt=0.573s, mfu=30.37%, tokens_per_sec=858,272
iter_num=554: train_lossf=5.0435, dt=0.567s, mfu=30.51%, tokens_per_sec=867,206
iter_num=555: train_lossf=5.1226, dt=0.575s, mfu=30.59%, tokens_per_sec=855,155
iter_num=556: train_lossf=5.2123, dt=0.562s, mfu=30.73%, tokens_per_sec=874,183
iter_num=557: train_lossf=5.1867, dt=0.576s, mfu=30.78%, tokens_per_sec=853,492
iter_num=558: train_lossf=5.1779, dt=0.566s, mfu=30.87%, tokens_per_sec=867,894
iter_num=559: train_lossf=5.2751, dt=0.570s, mfu=30.94%, tokens_per_sec=861,944
iter_num=560: train_lossf=5.3946, dt=0.578s, mfu=30.96%, tokens_per_sec=850,206
iter_num=561: train_lossf=5.0976, dt=0.609s, mfu=30.81%, tokens_per_sec=806,574
iter_num=562: train_lossf=5.1792, dt=0.584s, mfu=30.81%, tokens_per_sec=842,139
iter_num=563: train_lossf=5.1011, dt=0.582s, mfu=30.82%, tokens_per_sec=844,341
iter_num=564: train_lossf=5.0912, dt=0.567s, mfu=30.91%, tokens_per_sec=867,329
iter_num=565: train_lossf=5.1142, dt=0.563s, mfu=31.02%, tokens_per_sec=873,491
iter_num=566: train_lossf=5.2255, dt=0.579s, mfu=31.02%, tokens_per_sec=849,275
iter_num=567: train_lossf=5.2368, dt=0.704s, mfu=30.47%, tokens_per_sec=698,365
iter_num=568: train_lossf=5.1098, dt=0.742s, mfu=29.85%, tokens_per_sec=662,636
iter_num=569: train_lossf=5.1945, dt=0.752s, mfu=29.26%, tokens_per_sec=653,799
iter_num=570: train_lossf=5.1673, dt=0.566s, mfu=29.51%, tokens_per_sec=868,379
iter_num=571: train_lossf=5.0810, dt=0.569s, mfu=29.72%, tokens_per_sec=864,563
iter_num=572: train_lossf=5.0981, dt=0.572s, mfu=29.89%, tokens_per_sec=859,423
iter_num=573: train_lossf=5.0128, dt=0.757s, mfu=29.28%, tokens_per_sec=649,295
iter_num=574: train_lossf=4.9729, dt=0.562s, mfu=29.55%, tokens_per_sec=874,168
iter_num=575: train_lossf=5.0676, dt=0.563s, mfu=29.79%, tokens_per_sec=873,468
iter_num=576: train_lossf=5.0360, dt=0.572s, mfu=29.96%, tokens_per_sec=859,304
iter_num=577: train_lossf=5.1610, dt=0.742s, mfu=29.39%, tokens_per_sec=662,846
iter_num=578: train_lossf=5.1702, dt=0.566s, mfu=29.63%, tokens_per_sec=868,743
iter_num=579: train_lossf=5.0344, dt=0.756s, mfu=29.04%, tokens_per_sec=650,521
iter_num=580: train_lossf=5.1491, dt=0.573s, mfu=29.28%, tokens_per_sec=858,261
iter_num=581: train_lossf=5.1326, dt=0.573s, mfu=29.49%, tokens_per_sec=858,274
iter_num=582: train_lossf=5.1479, dt=0.585s, mfu=29.62%, tokens_per_sec=840,410
iter_num=583: train_lossf=4.9815, dt=0.705s, mfu=29.20%, tokens_per_sec=696,939
iter_num=584: train_lossf=5.2551, dt=0.576s, mfu=29.41%, tokens_per_sec=853,866
iter_num=585: train_lossf=4.9035, dt=0.556s, mfu=29.70%, tokens_per_sec=883,505
iter_num=586: train_lossf=5.1561, dt=0.566s, mfu=29.91%, tokens_per_sec=867,978
iter_num=587: train_lossf=5.3018, dt=0.727s, mfu=29.39%, tokens_per_sec=676,424
iter_num=588: train_lossf=5.0377, dt=0.566s, mfu=29.63%, tokens_per_sec=867,898
iter_num=589: train_lossf=4.9201, dt=0.576s, mfu=29.78%, tokens_per_sec=853,115
iter_num=590: train_lossf=5.1577, dt=0.569s, mfu=29.97%, tokens_per_sec=864,454
iter_num=591: train_lossf=4.9717, dt=0.778s, mfu=29.28%, tokens_per_sec=631,518
iter_num=592: train_lossf=5.3036, dt=0.560s, mfu=29.57%, tokens_per_sec=878,080
iter_num=593: train_lossf=5.0558, dt=0.755s, mfu=28.99%, tokens_per_sec=650,685
iter_num=594: train_lossf=5.0556, dt=0.718s, mfu=28.60%, tokens_per_sec=684,450
iter_num=595: train_lossf=5.0461, dt=0.567s, mfu=28.91%, tokens_per_sec=866,580
iter_num=596: train_lossf=5.0070, dt=0.576s, mfu=29.14%, tokens_per_sec=853,914
iter_num=597: train_lossf=4.8323, dt=0.581s, mfu=29.32%, tokens_per_sec=845,784
iter_num=598: train_lossf=5.1332, dt=0.572s, mfu=29.53%, tokens_per_sec=859,472
iter_num=599: train_lossf=5.3927, dt=0.571s, mfu=29.73%, tokens_per_sec=860,949
iter_num=600: train_lossf=5.2330, dt=0.560s, mfu=29.97%, tokens_per_sec=878,099
iter_num=601: train_lossf=5.1379, dt=0.560s, mfu=30.18%, tokens_per_sec=877,076
iter_num=602: train_lossf=4.9450, dt=0.577s, mfu=30.28%, tokens_per_sec=851,750
iter_num=603: train_lossf=5.0209, dt=0.591s, mfu=30.30%, tokens_per_sec=832,160
iter_num=604: train_lossf=4.9752, dt=0.709s, mfu=29.80%, tokens_per_sec=693,313
iter_num=605: train_lossf=5.0316, dt=0.569s, mfu=29.98%, tokens_per_sec=863,259
iter_num=606: train_lossf=4.9602, dt=0.571s, mfu=30.14%, tokens_per_sec=861,494
iter_num=607: train_lossf=5.1176, dt=0.566s, mfu=30.30%, tokens_per_sec=869,147
iter_num=608: train_lossf=4.9808, dt=0.572s, mfu=30.42%, tokens_per_sec=859,786
iter_num=609: train_lossf=4.8703, dt=0.712s, mfu=29.90%, tokens_per_sec=689,949
iter_num=610: train_lossf=4.9625, dt=0.585s, mfu=29.98%, tokens_per_sec=839,982
iter_num=611: train_lossf=5.0929, dt=0.722s, mfu=29.47%, tokens_per_sec=680,469
iter_num=612: train_lossf=5.0069, dt=0.717s, mfu=29.03%, tokens_per_sec=685,200
iter_num=613: train_lossf=5.2336, dt=0.583s, mfu=29.22%, tokens_per_sec=843,806
iter_num=614: train_lossf=4.8328, dt=0.851s, mfu=28.41%, tokens_per_sec=577,310
iter_num=615: train_lossf=5.0556, dt=0.564s, mfu=28.75%, tokens_per_sec=871,081
iter_num=616: train_lossf=5.1271, dt=0.568s, mfu=29.05%, tokens_per_sec=865,711
iter_num=617: train_lossf=4.9251, dt=0.564s, mfu=29.33%, tokens_per_sec=871,335
iter_num=618: train_lossf=5.2426, dt=0.788s, mfu=28.68%, tokens_per_sec=623,589
iter_num=619: train_lossf=5.1537, dt=0.603s, mfu=28.79%, tokens_per_sec=815,779
iter_num=620: train_lossf=5.4096, dt=0.756s, mfu=28.29%, tokens_per_sec=650,407
iter_num=621: train_lossf=5.1011, dt=0.561s, mfu=28.67%, tokens_per_sec=875,966
iter_num=622: train_lossf=4.9725, dt=0.564s, mfu=28.99%, tokens_per_sec=871,546
iter_num=623: train_lossf=5.3807, dt=0.575s, mfu=29.22%, tokens_per_sec=854,497
iter_num=624: train_lossf=5.0590, dt=0.587s, mfu=29.36%, tokens_per_sec=837,356
iter_num=625: train_lossf=5.0542, dt=0.586s, mfu=29.50%, tokens_per_sec=839,344
iter_num=626: train_lossf=5.3605, dt=0.566s, mfu=29.73%, tokens_per_sec=869,012
iter_num=627: train_lossf=5.0469, dt=0.563s, mfu=29.94%, tokens_per_sec=872,377
iter_num=628: train_lossf=4.8416, dt=0.901s, mfu=28.95%, tokens_per_sec=545,806
iter_num=629: train_lossf=4.9254, dt=0.577s, mfu=29.17%, tokens_per_sec=852,331
iter_num=630: train_lossf=4.8224, dt=0.574s, mfu=29.39%, tokens_per_sec=855,973
iter_num=631: train_lossf=5.0039, dt=0.566s, mfu=29.63%, tokens_per_sec=869,097
iter_num=632: train_lossf=5.0035, dt=0.562s, mfu=29.86%, tokens_per_sec=873,901
iter_num=633: train_lossf=4.8965, dt=0.561s, mfu=30.08%, tokens_per_sec=875,597
iter_num=634: train_lossf=5.0169, dt=0.576s, mfu=30.19%, tokens_per_sec=853,052
iter_num=635: train_lossf=4.9024, dt=0.758s, mfu=29.54%, tokens_per_sec=648,375
iter_num=636: train_lossf=5.0608, dt=0.731s, mfu=29.05%, tokens_per_sec=672,405
iter_num=637: train_lossf=4.7952, dt=0.614s, mfu=29.08%, tokens_per_sec=800,910
iter_num=638: train_lossf=5.0831, dt=0.576s, mfu=29.29%, tokens_per_sec=853,456
iter_num=639: train_lossf=5.0695, dt=0.567s, mfu=29.53%, tokens_per_sec=866,291
iter_num=640: train_lossf=5.0994, dt=0.731s, mfu=29.04%, tokens_per_sec=672,578
iter_num=641: train_lossf=4.9691, dt=0.559s, mfu=29.35%, tokens_per_sec=879,643
iter_num=642: train_lossf=5.1693, dt=0.570s, mfu=29.57%, tokens_per_sec=862,503
iter_num=643: train_lossf=5.0765, dt=0.596s, mfu=29.63%, tokens_per_sec=824,886
iter_num=644: train_lossf=4.6725, dt=0.579s, mfu=29.78%, tokens_per_sec=849,625
iter_num=645: train_lossf=4.8910, dt=0.597s, mfu=29.81%, tokens_per_sec=823,160
iter_num=646: train_lossf=4.9144, dt=0.747s, mfu=29.24%, tokens_per_sec=657,567
iter_num=647: train_lossf=5.0169, dt=0.564s, mfu=29.50%, tokens_per_sec=871,942
iter_num=648: train_lossf=5.2189, dt=0.574s, mfu=29.69%, tokens_per_sec=856,174
iter_num=649: train_lossf=5.0555, dt=0.728s, mfu=29.19%, tokens_per_sec=674,753
iter_num=650: train_lossf=4.9234, dt=0.575s, mfu=29.40%, tokens_per_sec=855,075
iter_num=651: train_lossf=5.0618, dt=0.572s, mfu=29.60%, tokens_per_sec=859,674
iter_num=652: train_lossf=4.8702, dt=0.565s, mfu=29.82%, tokens_per_sec=869,404
iter_num=653: train_lossf=4.9952, dt=0.742s, mfu=29.26%, tokens_per_sec=662,820
iter_num=654: train_lossf=4.7760, dt=0.779s, mfu=28.65%, tokens_per_sec=631,249
iter_num=655: train_lossf=4.8108, dt=0.568s, mfu=28.95%, tokens_per_sec=865,886
iter_num=656: train_lossf=4.9663, dt=0.572s, mfu=29.20%, tokens_per_sec=859,889
iter_num=657: train_lossf=5.0267, dt=0.575s, mfu=29.41%, tokens_per_sec=854,946
iter_num=658: train_lossf=4.9967, dt=0.564s, mfu=29.66%, tokens_per_sec=871,174
iter_num=659: train_lossf=5.0087, dt=0.562s, mfu=29.89%, tokens_per_sec=874,181
iter_num=660: train_lossf=4.9863, dt=0.574s, mfu=30.03%, tokens_per_sec=856,720
iter_num=661: train_lossf=4.8809, dt=0.565s, mfu=30.22%, tokens_per_sec=870,544
iter_num=662: train_lossf=4.9483, dt=0.576s, mfu=30.32%, tokens_per_sec=852,993
iter_num=663: train_lossf=4.8425, dt=0.583s, mfu=30.37%, tokens_per_sec=843,740
iter_num=664: train_lossf=4.8525, dt=0.726s, mfu=29.81%, tokens_per_sec=677,339
iter_num=665: train_lossf=5.1206, dt=0.570s, mfu=29.99%, tokens_per_sec=862,843
iter_num=666: train_lossf=4.9959, dt=0.566s, mfu=30.17%, tokens_per_sec=868,869
iter_num=667: train_lossf=4.7284, dt=0.567s, mfu=30.32%, tokens_per_sec=866,155
iter_num=668: train_lossf=4.8241, dt=0.568s, mfu=30.45%, tokens_per_sec=864,735
iter_num=669: train_lossf=5.0399, dt=0.572s, mfu=30.55%, tokens_per_sec=859,442
iter_num=670: train_lossf=5.0534, dt=0.567s, mfu=30.67%, tokens_per_sec=866,242
iter_num=671: train_lossf=4.8608, dt=0.738s, mfu=30.04%, tokens_per_sec=665,999
iter_num=672: train_lossf=4.8691, dt=0.574s, mfu=30.16%, tokens_per_sec=855,732
iter_num=673: train_lossf=5.0661, dt=0.563s, mfu=30.34%, tokens_per_sec=873,490
iter_num=674: train_lossf=4.9272, dt=0.573s, mfu=30.44%, tokens_per_sec=857,083
iter_num=675: train_lossf=4.9212, dt=0.562s, mfu=30.60%, tokens_per_sec=874,968
iter_num=676: train_lossf=4.8647, dt=0.757s, mfu=29.92%, tokens_per_sec=649,355
iter_num=677: train_lossf=4.9110, dt=0.557s, mfu=30.16%, tokens_per_sec=882,958
iter_num=678: train_lossf=4.9913, dt=0.571s, mfu=30.29%, tokens_per_sec=861,521
iter_num=679: train_lossf=4.7985, dt=0.567s, mfu=30.43%, tokens_per_sec=867,022
iter_num=680: train_lossf=4.9115, dt=0.566s, mfu=30.57%, tokens_per_sec=868,955
iter_num=681: train_lossf=4.9346, dt=0.567s, mfu=30.68%, tokens_per_sec=866,518
iter_num=682: train_lossf=4.7967, dt=0.721s, mfu=30.11%, tokens_per_sec=681,407
iter_num=683: train_lossf=4.9157, dt=0.574s, mfu=30.23%, tokens_per_sec=855,875
iter_num=684: train_lossf=4.8797, dt=0.561s, mfu=30.41%, tokens_per_sec=875,471
iter_num=685: train_lossf=5.0307, dt=0.569s, mfu=30.53%, tokens_per_sec=863,659
iter_num=686: train_lossf=4.9111, dt=0.557s, mfu=30.70%, tokens_per_sec=882,642
iter_num=687: train_lossf=4.7147, dt=0.564s, mfu=30.82%, tokens_per_sec=870,851
iter_num=688: train_lossf=4.9774, dt=0.567s, mfu=30.91%, tokens_per_sec=867,611
iter_num=689: train_lossf=4.6778, dt=0.566s, mfu=31.00%, tokens_per_sec=868,094
iter_num=690: train_lossf=4.7922, dt=0.580s, mfu=31.00%, tokens_per_sec=847,475
iter_num=691: train_lossf=4.9830, dt=0.566s, mfu=31.08%, tokens_per_sec=868,906
iter_num=692: train_lossf=5.0029, dt=0.561s, mfu=31.18%, tokens_per_sec=876,263
iter_num=693: train_lossf=4.8758, dt=0.566s, mfu=31.24%, tokens_per_sec=868,681
iter_num=694: train_lossf=4.8270, dt=0.560s, mfu=31.32%, tokens_per_sec=877,276
iter_num=695: train_lossf=4.9494, dt=0.567s, mfu=31.36%, tokens_per_sec=867,500
iter_num=696: train_lossf=4.7115, dt=0.556s, mfu=31.46%, tokens_per_sec=884,582
iter_num=697: train_lossf=4.8349, dt=0.576s, mfu=31.44%, tokens_per_sec=853,545
iter_num=698: train_lossf=4.8782, dt=0.714s, mfu=30.81%, tokens_per_sec=688,222
iter_num=699: train_lossf=4.9892, dt=0.592s, mfu=30.77%, tokens_per_sec=829,693
iter_num=700: train_lossf=4.7978, dt=0.570s, mfu=30.85%, tokens_per_sec=862,453
iter_num=701: train_lossf=4.8188, dt=0.572s, mfu=30.90%, tokens_per_sec=858,565
iter_num=702: train_lossf=4.7461, dt=0.577s, mfu=30.93%, tokens_per_sec=852,297
iter_num=703: train_lossf=4.7550, dt=0.556s, mfu=31.07%, tokens_per_sec=884,136
iter_num=704: train_lossf=4.8177, dt=0.563s, mfu=31.16%, tokens_per_sec=872,288
iter_num=705: train_lossf=4.7798, dt=0.572s, mfu=31.18%, tokens_per_sec=858,691
iter_num=706: train_lossf=4.9047, dt=0.577s, mfu=31.18%, tokens_per_sec=851,926
iter_num=707: train_lossf=4.8574, dt=1.028s, mfu=29.81%, tokens_per_sec=478,302
iter_num=708: train_lossf=4.8752, dt=0.562s, mfu=30.03%, tokens_per_sec=874,215
iter_num=709: train_lossf=4.7536, dt=0.715s, mfu=29.54%, tokens_per_sec=687,069
iter_num=710: train_lossf=4.8184, dt=0.604s, mfu=29.56%, tokens_per_sec=813,323
iter_num=711: train_lossf=4.8916, dt=0.561s, mfu=29.81%, tokens_per_sec=876,332
iter_num=712: train_lossf=4.7360, dt=0.569s, mfu=29.99%, tokens_per_sec=863,896
iter_num=713: train_lossf=4.6043, dt=0.762s, mfu=29.35%, tokens_per_sec=644,665
iter_num=714: train_lossf=4.8165, dt=0.572s, mfu=29.56%, tokens_per_sec=859,664
iter_num=715: train_lossf=4.8719, dt=0.562s, mfu=29.80%, tokens_per_sec=873,985
iter_num=716: train_lossf=4.8948, dt=0.726s, mfu=29.30%, tokens_per_sec=676,811
iter_num=717: train_lossf=5.0744, dt=0.576s, mfu=29.49%, tokens_per_sec=853,894
iter_num=718: train_lossf=4.8321, dt=0.966s, mfu=28.40%, tokens_per_sec=508,614
iter_num=719: train_lossf=4.7053, dt=0.566s, mfu=28.74%, tokens_per_sec=868,144
iter_num=720: train_lossf=4.8027, dt=0.580s, mfu=28.97%, tokens_per_sec=847,593
iter_num=721: train_lossf=4.8631, dt=0.568s, mfu=29.23%, tokens_per_sec=864,659
iter_num=722: train_lossf=4.8119, dt=0.575s, mfu=29.44%, tokens_per_sec=855,024
iter_num=723: train_lossf=5.0021, dt=0.582s, mfu=29.58%, tokens_per_sec=844,062
iter_num=724: train_lossf=4.7663, dt=0.897s, mfu=28.63%, tokens_per_sec=547,840
iter_num=725: train_lossf=4.7662, dt=0.563s, mfu=28.96%, tokens_per_sec=872,502
iter_num=726: train_lossf=4.7617, dt=0.566s, mfu=29.24%, tokens_per_sec=868,393
iter_num=727: train_lossf=4.7828, dt=0.728s, mfu=28.79%, tokens_per_sec=675,554
iter_num=728: train_lossf=4.8140, dt=0.575s, mfu=29.04%, tokens_per_sec=854,649
